File,ML algorithm,accuracy,Precision,Recall,F1-score,Time
DDoS,Random Forest,0.9653156525148825,0.9486959822017687,0.9740137514847877,0.9598602746095559,12.876374959945679
DDoS,Random Forest,0.9660642355541297,0.9500695955180947,0.974300498595129,0.9608038510608169,13.169593334197998
DDoS,Random Forest,0.9659929419313442,0.9493005465398384,0.9746787103471515,0.9605173531455482,12.190990447998047
DDoS,Random Forest,0.9652443588920971,0.9481572295403365,0.9738809414400482,0.9595266609843014,11.75093412399292
DDoS,Random Forest,0.9644601290414573,0.9472355015432121,0.9734571622121437,0.9587618670059332,13.54136037826538
DDoS,ID3,0.9646740099098136,0.9478591376352901,0.9734876085614852,0.9591351003811572,0.8697347640991211
DDoS,ID3,0.9659216483085588,0.9501772119016498,0.9735930748628525,0.9606010693818071,0.8107049465179443
DDoS,ID3,0.9656721206288098,0.9490638912103504,0.9740369967197173,0.960126425689473,1.0643160343170166
DDoS,ID3,0.9648522439667772,0.9476872240601782,0.9734629495494616,0.9590738694201218,0.7732763290405273
DDoS,ID3,0.9642106013617082,0.9471084414893804,0.9728309801753646,0.9584480320315831,0.8137679100036621
DDoS,AdaBoost,0.9602538052971161,0.9421152569684434,0.969957625414917,0.9541630902132842,10.716546535491943
DDoS,AdaBoost,0.9608598010907924,0.9433781469213687,0.969936808960032,0.9549387139355303,8.504716157913208
DDoS,AdaBoost,0.9621430863009304,0.9444045567313961,0.9712481823034587,0.9561392562184374,10.894904851913452
DDoS,AdaBoost,0.9624639076034649,0.9445813376225307,0.9714525766839676,0.9563594324500108,9.917752504348755
DDoS,AdaBoost,0.9607528606566142,0.9427067874397649,0.9697828684102636,0.9545216000958195,10.419596195220947
DDoS,Nearest Neighbors,0.9662424696110933,0.9509527828962125,0.9727350869654521,0.9607646574486132,3.8645517826080322
DDoS,Nearest Neighbors,0.9660642355541297,0.9511089614086727,0.9722825728967285,0.9606606123205335,3.813166618347168
DDoS,Nearest Neighbors,0.9667058781591986,0.9508913813831117,0.9739812014775944,0.9612370810745365,4.310668230056763
DDoS,Nearest Neighbors,0.9663494100452714,0.9502844514495228,0.9734807072553487,0.9606915010027648,4.454416990280151
DDoS,Nearest Neighbors,0.9647809503439917,0.9488041877862377,0.9714083298661773,0.9589549585129467,3.8460497856140137
DDoS,XGBoost,0.9664563504794497,0.9504019633137177,0.9745217190791118,0.9611211169707341,5.926685810089111
DDoS,XGBoost,0.9668484654047695,0.951360700711589,0.974424534485635,0.9616539902194643,5.573850631713867
DDoS,XGBoost,0.9670266994617331,0.9508219577542065,0.9752083231957853,0.9616690210084038,5.883977890014648
DDoS,XGBoost,0.9666702313478059,0.9503159138322175,0.9745103951159664,0.9611116474144286,7.733738422393799
DDoS,XGBoost,0.9653512993262753,0.9488541278035852,0.9732635019257532,0.9597051518595968,4.238402366638184
DDoS,Ensemble,0.9657434142515952,0.9493601646669161,0.9741489234924923,0.9603287422370183,22.8504855632782
DDoS,Ensemble,0.9663494100452714,0.9505078879077681,0.9744036943557215,0.961116797750952,22.068963766098022
DDoS,Ensemble,0.9661711759883078,0.9495611645335343,0.9747712103476072,0.9607158059271672,22.35175085067749
DDoS,Ensemble,0.9659572951199515,0.949275711559431,0.9741085180539115,0.9603122231358727,23.294124841690063
DDoS,Ensemble,0.9651730652693117,0.9482714290579176,0.9738266855620333,0.959554240010431,23.973576068878174
DoS GoldenEye,Naive Bayes,0.916958552247519,0.8911784194096822,0.9276018272549731,0.9053790873014573,0.06799912452697754
DoS GoldenEye,Naive Bayes,0.9162288382953883,0.8911354800810328,0.9295841347554934,0.9055706626779383,0.05809807777404785
DoS GoldenEye,Naive Bayes,0.9105370694687682,0.8855933693883833,0.9239718763782991,0.8997138283370663,0.05999922752380371
DoS GoldenEye,Naive Bayes,0.9133099824868651,0.8891730926710215,0.9248783229341805,0.9027068892072958,0.05499839782714844
DoS GoldenEye,Naive Bayes,0.9138937536485697,0.889403548999749,0.9277249082567516,0.9035490646071532,0.05701398849487305
DoS GoldenEye,QDA,0.9575306479859895,0.9457646351845361,0.9537792275917336,0.9496348719428,0.05599713325500488
DoS GoldenEye,QDA,0.9619089316987741,0.9507680802311979,0.9600648909094442,0.9552272290005119,0.060921669006347656
DoS GoldenEye,QDA,0.957092819614711,0.9450613377434586,0.9551000453142187,0.9498497949468009,0.057073354721069336
DoS GoldenEye,QDA,0.9576765907764156,0.9470293276006259,0.9542750843901067,0.9505321106618104,0.06099367141723633
DoS GoldenEye,QDA,0.960887332165791,0.949352804370251,0.9598884556596763,0.9543674533080078,0.05789899826049805
DoS GoldenEye,Random Forest,0.99620548744892,0.9950444727198666,0.9958839353578731,0.9954629357977605,1.9607832431793213
DoS GoldenEye,Random Forest,0.9946001167542323,0.9924647359391712,0.9947579705076646,0.9936014424289703,2.3244545459747314
DoS GoldenEye,Random Forest,0.9964973730297724,0.9953306096227834,0.9964010498717273,0.9958636489172412,1.9193453788757324
DoS GoldenEye,Random Forest,0.9957676590776415,0.9944278631879413,0.9956148668748137,0.9950186329969563,1.8235762119293213
DoS GoldenEye,Random Forest,0.9956217162872154,0.9932855735076886,0.9964483564268957,0.9948475479782617,1.8879010677337646
DoS GoldenEye,ID3,0.99620548744892,0.9949073859789843,0.9960255522063017,0.9954642161606826,0.10298490524291992
DoS GoldenEye,ID3,0.9944541739638062,0.9924871768921568,0.9943779021196402,0.9934258120350239,0.10199975967407227
DoS GoldenEye,ID3,0.9947460595446584,0.9928772220112252,0.9947370440766641,0.9938004864066706,0.10311555862426758
DoS GoldenEye,ID3,0.9954757734967893,0.994084731333567,0.99527091124248,0.9946750904450223,0.0959479808807373
DoS GoldenEye,ID3,0.9950379451255108,0.9922274146783835,0.9961635007316527,0.9941652104404284,0.09498381614685059
DoS GoldenEye,AdaBoost,0.9843841214244017,0.9765465341286466,0.9869062530108874,0.9815162385120315,1.4794652462005615
DoS GoldenEye,AdaBoost,0.9871570344424986,0.9810994962096227,0.9888808746672884,0.984870000277018,1.4418914318084717
DoS GoldenEye,AdaBoost,0.986573263280794,0.9806649210250422,0.9880554378522893,0.9842492519204207,1.5098707675933838
DoS GoldenEye,AdaBoost,0.9821949795680094,0.9758931103727269,0.9826320476895589,0.9791677299478461,1.4679021835327148
DoS GoldenEye,AdaBoost,0.987594862813777,0.9811738584977063,0.9901391849988875,0.9854913766708602,1.3531262874603271
DoS GoldenEye,Nearest Neighbors,0.9948920023350847,0.9927329952881212,0.9950909727670494,0.9939018658098732,0.4407973289489746
DoS GoldenEye,Nearest Neighbors,0.993286631640397,0.989960652353957,0.9942315818616307,0.9920612628151396,0.34011220932006836
DoS GoldenEye,Nearest Neighbors,0.9948920023350847,0.9929849559255003,0.9949773131780577,0.9939735055885798,0.27899646759033203
DoS GoldenEye,Nearest Neighbors,0.9946001167542323,0.9924218450326046,0.994908181616204,0.9936529021954748,0.2985391616821289
DoS GoldenEye,Nearest Neighbors,0.9943082311733801,0.9914344147551267,0.9952346015983301,0.9933062644520505,0.2887399196624756
DoS GoldenEye,XGBoost,0.9960595446584939,0.9948015538355839,0.9957800931979561,0.9952890983460432,0.9828848838806152
DoS GoldenEye,XGBoost,0.9946001167542323,0.9925946786411903,0.9946201501816556,0.9935996926931542,0.7878103256225586
DoS GoldenEye,XGBoost,0.9957676590776415,0.9942745071259862,0.9957415814410526,0.9950039301923022,0.8361828327178955
DoS GoldenEye,XGBoost,0.9960595446584939,0.9947709950423156,0.9959588225071474,0.9953621755488904,0.7864186763763428
DoS GoldenEye,XGBoost,0.9963514302393461,0.9943312546916971,0.9971076887299741,0.9957045732353087,1.0130877494812012
DoS GoldenEye,Ensemble,0.9960595446584939,0.9948015538355839,0.9957800931979561,0.9952890983460432,4.623712778091431
DoS GoldenEye,Ensemble,0.9950379451255108,0.993177876797362,0.9950712537156845,0.994117831820811,4.388529062271118
DoS GoldenEye,Ensemble,0.99620548744892,0.9949862847964308,0.9960559809380134,0.995518952993678,4.30068039894104
DoS GoldenEye,Ensemble,0.99620548744892,0.9948781168435791,0.9961977140503868,0.9955345415811601,4.279255390167236
DoS GoldenEye,Ensemble,0.9959136018680678,0.993754019858501,0.9966581759820783,0.9951897633542885,4.144866228103638
DoS Hulk,Naive Bayes,0.40149698776851456,0.6219669803417619,0.5723843425290984,0.3891252602237776,6.915560960769653
DoS Hulk,Naive Bayes,0.39953751597395487,0.6228441700568563,0.5726653694889514,0.38724847169318155,6.243118524551392
DoS Hulk,Naive Bayes,0.4019838130590884,0.6245617989613758,0.5733120184097712,0.3893377246244156,6.168495178222656
DoS Hulk,Naive Bayes,0.4002981804904765,0.6223682165602931,0.5725364843435694,0.3880063983875417,6.053916931152344
DoS Hulk,Naive Bayes,0.4012840017038885,0.6228975532658526,0.5729470367086017,0.3889887534395411,5.963517427444458
DoS Hulk,QDA,0.8092070833079779,0.7979641263277448,0.8667734570703578,0.7969239199578431,6.216169834136963
DoS Hulk,QDA,0.8091644860950526,0.7970720329450416,0.8670430532787292,0.7964569779148153,5.958679676055908
DoS Hulk,QDA,0.8084159922107953,0.7976119795168914,0.8661677266640206,0.796238527208995,6.575246334075928
DoS Hulk,QDA,0.8090123531917484,0.7972970136059456,0.8668356687360892,0.7964690898845745,6.107452869415283
DoS Hulk,QDA,0.8093348749467535,0.7977518868765846,0.8669789728943895,0.7969009290018045,6.105579853057861
DoS Hulk,Random Forest,0.964522606949431,0.9514652649894846,0.9624316577136007,0.956725977688905,77.65060424804688
DoS Hulk,Random Forest,0.964206170510558,0.9508027686110334,0.9619900714624369,0.9561679965888699,78.86774730682373
DoS Hulk,Random Forest,0.9644069859429197,0.9513110766035912,0.9623881917479704,0.9566218123402561,77.8888087272644
DoS Hulk,Random Forest,0.9644982656849024,0.951525829772341,0.9619865879996096,0.956556163385308,77.34419894218445
DoS Hulk,Random Forest,0.9645043510010345,0.951673346301159,0.9619226946164168,0.9566052914394039,78.36316657066345
DoS Hulk,ID3,0.9625387938903426,0.9474354332535959,0.9624656621003337,0.954522233563194,7.299951553344727
DoS Hulk,ID3,0.9625996470516643,0.9476959272458236,0.9617440674697524,0.9543533661319753,7.786586046218872
DoS Hulk,ID3,0.9627456946388365,0.9479593556498767,0.9623749897762534,0.9547734103108956,7.241743087768555
DoS Hulk,ID3,0.9634515913101686,0.9497054829352574,0.9614968454575626,0.9553446007145432,7.252749443054199
DoS Hulk,ID3,0.9627030974259113,0.9479279969102133,0.9620322152103936,0.9546067525467286,7.366012811660767
DoS Hulk,AdaBoost,0.9467595691596179,0.9239992547748068,0.9524279032903535,0.9364786071405294,53.72493314743042
DoS Hulk,AdaBoost,0.9599525345341691,0.9439762846487136,0.959314827770585,0.9512016336717202,54.34132266044617
DoS Hulk,AdaBoost,0.9462666585529118,0.9232029960214727,0.952568161703395,0.9360161569202947,55.053284883499146
DoS Hulk,AdaBoost,0.9464857299336701,0.9234078507224914,0.9521078922701197,0.9360052823588125,54.94746804237366
DoS Hulk,AdaBoost,0.933791760481957,0.9068440231540157,0.9427743592271643,0.9217828003552744,54.14741086959839
DoS Hulk,Nearest Neighbors,0.9630986429745025,0.9500065800694288,0.9602998560840057,0.9549566955846077,45.413408279418945
DoS Hulk,Nearest Neighbors,0.9610965739670175,0.946417875560372,0.9590670322628998,0.9524451981493609,45.69208240509033
DoS Hulk,Nearest Neighbors,0.9529909328789631,0.9450503321174621,0.9382201128817436,0.9415509781344058,46.124019145965576
DoS Hulk,Nearest Neighbors,0.9632872877745999,0.9505400099276582,0.9598034441626166,0.9550148926976691,45.74939227104187
DoS Hulk,Nearest Neighbors,0.9633177143552607,0.9510094263747029,0.9593658570612756,0.9550599334328123,45.51968550682068
DoS Hulk,XGBoost,0.9626057323677965,0.947133604847416,0.9631544664346605,0.9546554649889001,18.26224708557129
DoS Hulk,XGBoost,0.9629282541228017,0.9479660785642043,0.9623440595085124,0.9547709819438707,17.324687719345093
DoS Hulk,XGBoost,0.9636584920586625,0.9494865311268306,0.9628343856032031,0.9558255585221818,17.645447254180908
DoS Hulk,XGBoost,0.9630621310777094,0.9483834564060403,0.9622965151651852,0.9549791225966118,17.227325916290283
DoS Hulk,XGBoost,0.9639627578652711,0.9502058980948017,0.9624345950724134,0.9560430943179581,17.604338884353638
DoS Hulk,Ensemble,0.9645956307430171,0.951548751707539,0.962528379002043,0.9568155936588814,138.04204964637756
DoS Hulk,Ensemble,0.964169658613765,0.9507448499170619,0.9619647145640926,0.9561249653410933,139.13878440856934
DoS Hulk,Ensemble,0.9646564839043388,0.951804638086674,0.9624181713891421,0.9569028493720904,136.71868991851807
DoS Hulk,Ensemble,0.9635915535812085,0.9496130846347842,0.9620566645928413,0.9555485333322435,139.7015700340271
DoS Hulk,Ensemble,0.964413071259052,0.9514684892965899,0.9619447685317428,0.9565050158989477,138.09732747077942
DoS Slowhttptest,Naive Bayes,0.895225102319236,0.8726010121007253,0.8825659290158371,0.8772946226419043,0.0878908634185791
DoS Slowhttptest,Naive Bayes,0.9020463847203274,0.8823770420952546,0.8885751669995179,0.8853671790142049,0.08699750900268555
DoS Slowhttptest,Naive Bayes,0.8965893587994543,0.8730697459366897,0.8838679397799472,0.8781414521891833,0.09509110450744629
DoS Slowhttptest,Naive Bayes,0.8933151432469304,0.867262315051297,0.8824949279005273,0.8742201489488188,0.07191038131713867
DoS Slowhttptest,Naive Bayes,0.8946793997271487,0.8696291845493562,0.8841667124626109,0.8762913120156814,0.08208489418029785
DoS Slowhttptest,QDA,0.9206002728512961,0.9020004781086188,0.9125600961538463,0.906989600510909,0.07399582862854004
DoS Slowhttptest,QDA,0.9206002728512961,0.9033945023020172,0.9114719849788273,0.9072605732546385,0.08201479911804199
DoS Slowhttptest,QDA,0.9189631650750341,0.8989506439623131,0.9108863435169576,0.904554354182302,0.0719902515411377
DoS Slowhttptest,QDA,0.9197817189631651,0.8973837097667887,0.9155815469526885,0.9056360709098717,0.08400702476501465
DoS Slowhttptest,QDA,0.922237380627558,0.900912108120751,0.9183873451888922,0.9088627362564674,0.06998825073242188
DoS Slowhttptest,Random Forest,0.9964529331514325,0.9946708334887504,0.9969465851244343,0.9957989858137186,0.9195427894592285
DoS Slowhttptest,Random Forest,0.9953615279672579,0.9939183302105743,0.9951556788268644,0.9945340493066389,0.748037576675415
DoS Slowhttptest,Random Forest,0.9967257844474762,0.9963456202339602,0.9958206830342486,0.996082657878329,0.7689216136932373
DoS Slowhttptest,Random Forest,0.9961800818553889,0.996478670340158,0.9943181369958111,0.9953903247669378,0.8880083560943604
DoS Slowhttptest,Random Forest,0.9948158253751705,0.992390279312246,0.9952508416342942,0.9938057210461825,0.7502706050872803
DoS Slowhttptest,ID3,0.9931787175989086,0.9910431231982686,0.9928026018099547,0.9919170014329293,0.08219408988952637
DoS Slowhttptest,ID3,0.9901773533424284,0.9858839448141437,0.9911758691493953,0.9884737795519922,0.09009408950805664
DoS Slowhttptest,ID3,0.9942701227830832,0.9920122275385432,0.9943364762338182,0.9931644686656632,0.09288740158081055
DoS Slowhttptest,ID3,0.9934515688949522,0.9939979345711453,0.9902210137314229,0.9920847290342505,0.10207462310791016
DoS Slowhttptest,ID3,0.9907230559345157,0.9864366215984286,0.9915435112618769,0.9889416264124474,0.09315204620361328
DoS Slowhttptest,AdaBoost,0.9937244201909959,0.9916886115079734,0.9934504029977376,0.992563641318295,0.9056146144866943
DoS Slowhttptest,AdaBoost,0.9926330150068213,0.9900013488316183,0.9926905649664315,0.9913317697144095,0.7550373077392578
DoS Slowhttptest,AdaBoost,0.9937244201909959,0.9918614843459213,0.9931558410018538,0.9925056062368435,0.7657144069671631
DoS Slowhttptest,AdaBoost,0.9918144611186903,0.9901435606747883,0.9901435606747883,0.9901435606747883,0.7853810787200928
DoS Slowhttptest,AdaBoost,0.9918144611186903,0.9879683964932127,0.9925853392551652,0.9902375104062189,0.6842532157897949
DoS Slowhttptest,Nearest Neighbors,0.9959072305593452,0.9937833165300609,0.9965559601244344,0.9951551450772969,0.23565196990966797
DoS Slowhttptest,Nearest Neighbors,0.9937244201909959,0.9905890067222873,0.9947324704966347,0.9926269342434842,0.28999876976013184
DoS Slowhttptest,Nearest Neighbors,0.9953615279672579,0.9938139822646774,0.995113477010819,0.9944606654794061,0.34643983840942383
DoS Slowhttptest,Nearest Neighbors,0.9950886766712141,0.9943512802951003,0.9938155885751003,0.9940829325836408,0.23331379890441895
DoS Slowhttptest,Nearest Neighbors,0.9942701227830832,0.9914930001772106,0.9948629440392593,0.993157292651031,0.23411798477172852
DoS Slowhttptest,XGBoost,0.9959072305593452,0.9940259988866267,0.9962987839366516,0.9951526759389062,0.40256547927856445
DoS Slowhttptest,XGBoost,0.9950886766712141,0.9930007978111586,0.9954622369573131,0.9942197413051661,0.3927643299102783
DoS Slowhttptest,XGBoost,0.9967257844474762,0.9963456202339602,0.9958206830342486,0.996082657878329,0.42433810234069824
DoS Slowhttptest,XGBoost,0.9961800818553889,0.9962060599432456,0.9945886848255836,0.9953928346951603,0.584578275680542
DoS Slowhttptest,XGBoost,0.9937244201909959,0.9910899727024309,0.9939429808377874,0.992501662319063,0.39345836639404297
DoS Slowhttptest,Ensemble,0.9961800818553889,0.9942266772179724,0.9967512726244344,0.9954769838331482,2.032895565032959
DoS Slowhttptest,Ensemble,0.9950886766712141,0.9930007978111586,0.9954622369573131,0.9942197413051661,1.9331004619598389
DoS Slowhttptest,Ensemble,0.9967257844474762,0.9963456202339602,0.9958206830342486,0.996082657878329,1.9993655681610107
DoS Slowhttptest,Ensemble,0.9964529331514325,0.9966719147180847,0.9947819588882043,0.995720753309085,1.9612691402435303
DoS Slowhttptest,Ensemble,0.9939972714870395,0.9915391594748635,0.9941369296353049,0.9928257873749518,1.8871307373046875
DoS slowloris,Naive Bayes,0.7286445012787723,0.753858078653519,0.7979095923482804,0.7229409607544163,0.034987449645996094
DoS slowloris,Naive Bayes,0.7222506393861893,0.7493778250401859,0.7977169292299336,0.7157791164658635,0.03699922561645508
DoS slowloris,Naive Bayes,0.7145780051150895,0.7434630053394355,0.7957350509407104,0.7072649618520538,0.03501248359680176
DoS slowloris,Naive Bayes,0.7296675191815857,0.7511896769399018,0.8018883244351789,0.7222968633072333,0.03198647499084473
DoS slowloris,Naive Bayes,0.7335038363171356,0.7551333635561222,0.8027643910290454,0.726900326548976,0.04189896583557129
DoS slowloris,QDA,0.7332480818414322,0.7561561051854578,0.8012026768707832,0.7272675412775578,0.029106855392456055
DoS slowloris,QDA,0.7255754475703324,0.7509678348454429,0.8000643470703093,0.7188895755305825,0.04499626159667969
DoS slowloris,QDA,0.7179028132992328,0.7449943522221304,0.798053994929294,0.7103594581549326,0.03200173377990723
DoS slowloris,QDA,0.7319693094629156,0.75232838164127,0.8035111156360444,0.7244476148668422,0.033930063247680664
DoS slowloris,QDA,0.7398976982097186,0.7583733217003539,0.8073114990683324,0.7328971437679795,0.03381824493408203
DoS slowloris,Random Forest,0.9647058823529412,0.9496675977080868,0.9703995441348868,0.9590420027836681,0.7365758419036865
DoS slowloris,Random Forest,0.9593350383631714,0.941191757368228,0.9658788027836676,0.9521960012392177,0.9074954986572266
DoS slowloris,Random Forest,0.9601023017902813,0.9400207407972937,0.9680733089885305,0.952433090024331,0.8000071048736572
DoS slowloris,Random Forest,0.957544757033248,0.9380738783366738,0.9656579765745896,0.9501722850858323,0.8700613975524902
DoS slowloris,Random Forest,0.9618925831202046,0.9443309360357415,0.9701626681881659,0.955708632608661,0.7845673561096191
DoS slowloris,ID3,0.9616368286445013,0.9452032748399861,0.9686878738449878,0.9556362599937551,0.04999947547912598
DoS slowloris,ID3,0.9601023017902813,0.9427799832628726,0.965389948626793,0.9529773314288674,0.04501819610595703
DoS slowloris,ID3,0.9601023017902813,0.9401494731869167,0.9678000181119661,0.9524097684653625,0.04398655891418457
DoS slowloris,ID3,0.9570332480818414,0.9376052839909206,0.964778469098776,0.9495486350911947,0.05000662803649902
DoS slowloris,ID3,0.9611253196930947,0.9429564708336616,0.9703633519228196,0.9549067375549667,0.047901153564453125
DoS slowloris,AdaBoost,0.9547314578005115,0.9356443434166812,0.9647156858447727,0.9480415874512405,0.7469656467437744
DoS slowloris,AdaBoost,0.9552429667519181,0.9343326521896096,0.9660813710325504,0.9478637232014394,0.8779406547546387
DoS slowloris,AdaBoost,0.9578005115089514,0.9364479786742184,0.9672877588568964,0.9498720869925001,0.7739450931549072
DoS slowloris,AdaBoost,0.9493606138107417,0.9267532046738625,0.9611852703272319,0.9411299329858526,0.8750836849212646
DoS slowloris,AdaBoost,0.9534526854219949,0.9324761104397807,0.9661507167746224,0.9464720216609215,0.7714383602142334
DoS slowloris,Nearest Neighbors,0.9677749360613811,0.9636179047292865,0.9595345102387789,0.9615428569287491,0.14071869850158691
DoS slowloris,Nearest Neighbors,0.9662404092071611,0.9578957103907392,0.9607061908971526,0.959285754179103,0.14881658554077148
DoS slowloris,Nearest Neighbors,0.9636828644501279,0.95248734959116,0.9588191255916603,0.9555795570916539,0.14295053482055664
DoS slowloris,Nearest Neighbors,0.9639386189258312,0.9551321190774751,0.957712436895418,0.9564094809438248,0.15732264518737793
DoS slowloris,Nearest Neighbors,0.9672634271099744,0.9599704016161142,0.9617920728514855,0.9608746296426589,0.14478516578674316
DoS slowloris,XGBoost,0.9631713554987212,0.9504518894108469,0.964222795680473,0.9569146005509642,0.675896167755127
DoS slowloris,XGBoost,0.9634271099744246,0.9481049564454213,0.9667068005009766,0.9566809384895358,0.44514942169189453
DoS slowloris,XGBoost,0.9641943734015346,0.94704548227775,0.9687410668850416,0.9569711459855668,0.4510002136230469
DoS slowloris,XGBoost,0.9572890025575448,0.9401129816785156,0.9605482379560919,0.9494347701410447,0.45638394355773926
DoS slowloris,XGBoost,0.9631713554987212,0.9469468098533491,0.9693306374974973,0.9570122998694427,0.4457528591156006
DoS slowloris,Ensemble,0.9654731457800512,0.9514167222337738,0.9697390930758802,0.959816568363105,2.116004705429077
DoS slowloris,Ensemble,0.9611253196930947,0.9438245824017351,0.9668851555138602,0.954204520061336,2.224215030670166
DoS slowloris,Ensemble,0.9616368286445013,0.9423266066203018,0.9688702999528509,0.9541725842505588,2.1921749114990234
DoS slowloris,Ensemble,0.9570332480818414,0.9384432574467121,0.9629623638674352,0.9493839432256872,2.1234450340270996
